entry_time,exit_time,side,entry_price,exit_price,position_value,hold_time,pnl_pct,pnl_usd,exit_reason,balance
2025-10-30 04:25:00,2025-10-30 05:25:00,LONG,108313.1,109105.2,9500.0,12,2.925223264775881,277.8962101537087,ML Exit,10277.896210153709
2025-10-30 07:35:00,2025-10-30 09:40:00,SHORT,111191.2,110140.2,9764.001399646024,25,3.7808747454834557,369.16466306786765,ML Exit,10647.060873221577
2025-10-30 15:45:00,2025-10-31 01:45:00,LONG,107408.8,109656.2,10114.707829560497,120,8.369519071063056,846.552400777374,Max Hold,11493.613273998952
2025-10-31 18:45:00,2025-11-01 04:00:00,LONG,109366.9,110315.7,10918.932610299003,111,3.470154132557485,378.9037912074577,ML Exit,11872.51706520641
2025-11-01 19:50:00,2025-11-02 05:50:00,LONG,110272.0,110438.5,11278.89121194609,120,0.6039611143354614,68.12011704835403,Max Hold,11940.637182254764
2025-11-02 16:35:00,2025-11-02 23:05:00,LONG,109998.5,110235.9,11343.605323142026,78,0.8632844993340607,97.92758642031849,ML Exit,12038.564768675084
2025-11-02 23:05:00,2025-11-02 23:35:00,LONG,110235.9,110387.2,11436.636530241329,6,0.5490044531772423,62.78764384472015,ML Exit,12101.352412519804
2025-11-02 23:35:00,2025-11-02 23:45:00,LONG,110387.2,110338.1,11496.284791893813,2,-0.17791917903521884,-20.45409552128819,ML Exit,12080.898316998515
2025-11-02 23:45:00,2025-11-02 23:50:00,LONG,110338.1,110588.9,11476.853401148588,1,0.9092054331187082,104.3481746743122,ML Exit,12185.246491672828
2025-11-02 23:50:00,2025-11-03 00:05:00,LONG,110588.9,110699.3,11575.984167089186,3,0.3993167487876586,46.224843616194654,ML Exit,12231.471335289023
2025-11-03 00:20:00,2025-11-03 00:25:00,LONG,110451.4,110281.9,11619.897768524572,1,-0.6138446411724976,-71.32811976181071,ML Exit,12160.143215527212
2025-11-03 00:25:00,2025-11-03 01:50:00,LONG,110281.9,109574.4,11552.136054750852,17,-2.566150927758771,-296.4452465449445,Backtest End,11863.697968982267
